pair.n,AOU.1,AOU.2,sp.1.english,sp.2.english,sp1sp2,species1species2,In.BBS,sp.1.sci,sp.2.sci,sp1.first.breeding.month,sp1.last.breeding.month,sp1.first.peak.breeding.month,sp1.last.peak.breeding.month,sp2.first.breeding.month,sp2.last.breeding.month,sp2.first.peak.breeding.month,sp2.last.peak.breeding.month,first_breeding_month,last_breeding_month
1477,6690,7480,Hermit Warbler,Golden-crowned Kinglet,66907480,Hermit WarblerGolden-crowned Kinglet,1,Setophaga occidentalis,Regulus satrapa,5,7,5,6,5,8,5,8,5,7
1478,6690,7490,Hermit Warbler,Ruby-crowned Kinglet,66907490,Hermit WarblerRuby-crowned Kinglet,1,Setophaga occidentalis,Regulus calendula,5,7,5,6,5,7,5,7,5,7
1479,6710,6730,Pine Warbler,Prairie Warbler,67106730,Pine WarblerPrairie Warbler,1,Setophaga pinus,Setophaga discolor,3,7,4,7,5,7,5,7,5,7
1480,6710,6740,Pine Warbler,Ovenbird,67106740,Pine WarblerOvenbird,1,Setophaga pinus,Seiurus aurocapilla,3,7,4,7,5,7,5,7,5,7
1481,6710,6750,Pine Warbler,Northern Waterthrush,67106750,Pine WarblerNorthern Waterthrush,1,Setophaga pinus,Parkesia noveboracensis,3,7,4,7,5,8,5,7,5,7
1482,6710,6760,Pine Warbler,Louisiana Waterthrush,67106760,Pine WarblerLouisiana Waterthrush,1,Setophaga pinus,Parkesia motacilla,3,7,4,7,4,7,4,6,4,7
1483,6710,6770,Pine Warbler,Kentucky Warbler,67106770,Pine WarblerKentucky Warbler,1,Setophaga pinus,Geothlypis formosa,3,7,4,7,4,8,6,8,4,7
1484,6710,6790,Pine Warbler,Mourning Warbler,67106790,Pine WarblerMourning Warbler,1,Setophaga pinus,Geothlypis philadelphia,3,7,4,7,5,9,6,8,5,7
1485,6710,6810,Pine Warbler,Common Yellowthroat,67106810,Pine WarblerCommon Yellowthroat,1,Setophaga pinus,Geothlypis trichas,3,7,4,7,5,7,5,7,5,7
1486,6710,6830,Pine Warbler,Yellow-breasted Chat,67106830,Pine WarblerYellow-breasted Chat,1,Setophaga pinus,Icteria virens,3,7,4,7,5,8,5,7,5,7
1487,6710,6840,Pine Warbler,Hooded Warbler,67106840,Pine WarblerHooded Warbler,1,Setophaga pinus,Setophaga citrina,3,7,4,7,5,8,5,7,5,7
1488,6710,6860,Pine Warbler,Canada Warbler,67106860,Pine WarblerCanada Warbler,1,Setophaga pinus,Cardellina canadensis,3,7,4,7,5,8,6,7,5,7
1489,6710,6870,Pine Warbler,American Redstart,67106870,Pine WarblerAmerican Redstart,1,Setophaga pinus,Setophaga ruticilla,3,7,4,7,5,7,5,7,5,7
1490,6710,7310,Pine Warbler,Tufted Titmouse,67107310,Pine WarblerTufted Titmouse,1,Setophaga pinus,Baeolophus bicolor,3,7,4,7,4,7,4,7,4,7
1491,6710,7350,Pine Warbler,Black-capped Chickadee,67107350,Pine WarblerBlack-capped Chickadee,1,Setophaga pinus,Poecile atricapillus,3,7,4,7,4,7,4,6,4,7
1492,6710,7360,Pine Warbler,Carolina Chickadee,67107360,Pine WarblerCarolina Chickadee,1,Setophaga pinus,Poecile carolinensis,3,7,4,7,3,6,3,5,3,6
1493,6710,7480,Pine Warbler,Golden-crowned Kinglet,67107480,Pine WarblerGolden-crowned Kinglet,1,Setophaga pinus,Regulus satrapa,3,7,4,7,5,8,5,8,5,7
1494,6730,6740,Prairie Warbler,Ovenbird,67306740,Prairie WarblerOvenbird,1,Setophaga discolor,Seiurus aurocapilla,5,7,5,7,5,7,5,7,5,7
1495,6730,6760,Prairie Warbler,Louisiana Waterthrush,67306760,Prairie WarblerLouisiana Waterthrush,1,Setophaga discolor,Parkesia motacilla,5,7,5,7,4,7,4,6,5,7
1496,6730,6770,Prairie Warbler,Kentucky Warbler,67306770,Prairie WarblerKentucky Warbler,1,Setophaga discolor,Geothlypis formosa,5,7,5,7,4,8,6,8,5,7
1497,6730,6810,Prairie Warbler,Common Yellowthroat,67306810,Prairie WarblerCommon Yellowthroat,1,Setophaga discolor,Geothlypis trichas,5,7,5,7,5,7,5,7,5,7
1498,6730,6830,Prairie Warbler,Yellow-breasted Chat,67306830,Prairie WarblerYellow-breasted Chat,1,Setophaga discolor,Icteria virens,5,7,5,7,5,8,5,7,5,7
1499,6730,6840,Prairie Warbler,Hooded Warbler,67306840,Prairie WarblerHooded Warbler,1,Setophaga discolor,Setophaga citrina,5,7,5,7,5,8,5,7,5,7
1500,6730,7310,Prairie Warbler,Tufted Titmouse,67307310,Prairie WarblerTufted Titmouse,1,Setophaga discolor,Baeolophus bicolor,5,7,5,7,4,7,4,7,5,7
1501,6730,7350,Prairie Warbler,Black-capped Chickadee,67307350,Prairie WarblerBlack-capped Chickadee,1,Setophaga discolor,Poecile atricapillus,5,7,5,7,4,7,4,6,5,7
1502,6730,7360,Prairie Warbler,Carolina Chickadee,67307360,Prairie WarblerCarolina Chickadee,1,Setophaga discolor,Poecile carolinensis,5,7,5,7,3,6,3,5,5,6
1503,6740,6770,Ovenbird,Kentucky Warbler,67406770,OvenbirdKentucky Warbler,1,Seiurus aurocapilla,Geothlypis formosa,5,7,5,7,4,8,6,8,5,7
1504,6740,6840,Ovenbird,Hooded Warbler,67406840,OvenbirdHooded Warbler,1,Seiurus aurocapilla,Setophaga citrina,5,7,5,7,5,8,5,7,5,7
1505,6740,6870,Ovenbird,American Redstart,67406870,OvenbirdAmerican Redstart,1,Seiurus aurocapilla,Setophaga ruticilla,5,7,5,7,5,7,5,7,5,7
1506,6740,7480,Ovenbird,Golden-crowned Kinglet,67407480,OvenbirdGolden-crowned Kinglet,1,Seiurus aurocapilla,Regulus satrapa,5,7,5,7,5,8,5,8,5,7
1507,6750,6870,Northern Waterthrush,American Redstart,67506870,Northern WaterthrushAmerican Redstart,1,Parkesia noveboracensis,Setophaga ruticilla,5,8,5,7,5,7,5,7,5,7
1508,6750,7480,Northern Waterthrush,Golden-crowned Kinglet,67507480,Northern WaterthrushGolden-crowned Kinglet,1,Parkesia noveboracensis,Regulus satrapa,5,8,5,7,5,8,5,8,5,8
1509,6760,6770,Louisiana Waterthrush,Kentucky Warbler,67606770,Louisiana WaterthrushKentucky Warbler,1,Parkesia motacilla,Geothlypis formosa,4,7,4,6,4,8,6,8,4,7
1510,6760,6840,Louisiana Waterthrush,Hooded Warbler,67606840,Louisiana WaterthrushHooded Warbler,1,Parkesia motacilla,Setophaga citrina,4,7,4,6,5,8,5,7,5,7
1511,6760,6870,Louisiana Waterthrush,American Redstart,67606870,Louisiana WaterthrushAmerican Redstart,1,Parkesia motacilla,Setophaga ruticilla,4,7,4,6,5,7,5,7,5,7
1512,6760,7350,Louisiana Waterthrush,Black-capped Chickadee,67607350,Louisiana WaterthrushBlack-capped Chickadee,1,Parkesia motacilla,Poecile atricapillus,4,7,4,6,4,7,4,6,4,6
1513,6760,7360,Louisiana Waterthrush,Carolina Chickadee,67607360,Louisiana WaterthrushCarolina Chickadee,1,Parkesia motacilla,Poecile carolinensis,4,7,4,6,3,6,3,5,4,6
1514,6760,7480,Louisiana Waterthrush,Golden-crowned Kinglet,67607480,Louisiana WaterthrushGolden-crowned Kinglet,1,Parkesia motacilla,Regulus satrapa,4,7,4,6,5,8,5,8,5,7
1515,6770,6810,Kentucky Warbler,Common Yellowthroat,67706810,Kentucky WarblerCommon Yellowthroat,1,Geothlypis formosa,Geothlypis trichas,4,8,6,8,5,7,5,7,5,7
1516,6770,6830,Kentucky Warbler,Yellow-breasted Chat,67706830,Kentucky WarblerYellow-breasted Chat,1,Geothlypis formosa,Icteria virens,4,8,6,8,5,8,5,7,5,8
1517,6770,6840,Kentucky Warbler,Hooded Warbler,67706840,Kentucky WarblerHooded Warbler,1,Geothlypis formosa,Setophaga citrina,4,8,6,8,5,8,5,7,5,8
1518,6770,6870,Kentucky Warbler,American Redstart,67706870,Kentucky WarblerAmerican Redstart,1,Geothlypis formosa,Setophaga ruticilla,4,8,6,8,5,7,5,7,5,7
1519,6770,7310,Kentucky Warbler,Tufted Titmouse,67707310,Kentucky WarblerTufted Titmouse,1,Geothlypis formosa,Baeolophus bicolor,4,8,6,8,4,7,4,7,4,7
1520,6770,7350,Kentucky Warbler,Black-capped Chickadee,67707350,Kentucky WarblerBlack-capped Chickadee,1,Geothlypis formosa,Poecile atricapillus,4,8,6,8,4,7,4,6,4,7
1521,6770,7360,Kentucky Warbler,Carolina Chickadee,67707360,Kentucky WarblerCarolina Chickadee,1,Geothlypis formosa,Poecile carolinensis,4,8,6,8,3,6,3,5,4,6
1522,6790,6870,Mourning Warbler,American Redstart,67906870,Mourning WarblerAmerican Redstart,1,Geothlypis philadelphia,Setophaga ruticilla,5,9,6,8,5,7,5,7,5,7
1523,6790,7480,Mourning Warbler,Golden-crowned Kinglet,67907480,Mourning WarblerGolden-crowned Kinglet,1,Geothlypis philadelphia,Regulus satrapa,5,9,6,8,5,8,5,8,5,8
1524,6800,6870,MacGillivray's Warbler,American Redstart,68006870,MacGillivray's WarblerAmerican Redstart,1,Geothlypis tolmiei,Setophaga ruticilla,5,8,5,7,5,7,5,7,5,7
1525,6810,6840,Common Yellowthroat,Hooded Warbler,68106840,Common YellowthroatHooded Warbler,1,Geothlypis trichas,Setophaga citrina,5,7,5,7,5,8,5,7,5,7
1526,6810,6870,Common Yellowthroat,American Redstart,68106870,Common YellowthroatAmerican Redstart,1,Geothlypis trichas,Setophaga ruticilla,5,7,5,7,5,7,5,7,5,7
1527,6810,7340,Common Yellowthroat,Bridled Titmouse,68107340,Common YellowthroatBridled Titmouse,1,Geothlypis trichas,Baeolophus wollweberi,5,7,5,7,4,7,4,7,5,7
1528,6810,7350,Common Yellowthroat,Black-capped Chickadee,68107350,Common YellowthroatBlack-capped Chickadee,1,Geothlypis trichas,Poecile atricapillus,5,7,5,7,4,7,4,6,5,7
1529,6810,7360,Common Yellowthroat,Carolina Chickadee,68107360,Common YellowthroatCarolina Chickadee,1,Geothlypis trichas,Poecile carolinensis,5,7,5,7,3,6,3,5,5,6
1530,6810,7430,Common Yellowthroat,Bushtit,68107430,Common YellowthroatBushtit,1,Geothlypis trichas,Psaltriparus minimus,5,7,5,7,3,8,4,7,5,7
1531,6810,7480,Common Yellowthroat,Golden-crowned Kinglet,68107480,Common YellowthroatGolden-crowned Kinglet,1,Geothlypis trichas,Regulus satrapa,5,7,5,7,5,8,5,8,5,7
1532,6830,6840,Yellow-breasted Chat,Hooded Warbler,68306840,Yellow-breasted ChatHooded Warbler,1,Icteria virens,Setophaga citrina,5,8,5,7,5,8,5,7,5,7
1533,6830,6870,Yellow-breasted Chat,American Redstart,68306870,Yellow-breasted ChatAmerican Redstart,1,Icteria virens,Setophaga ruticilla,5,8,5,7,5,7,5,7,5,7
1534,6830,7340,Yellow-breasted Chat,Bridled Titmouse,68307340,Yellow-breasted ChatBridled Titmouse,1,Icteria virens,Baeolophus wollweberi,5,8,5,7,4,7,4,7,5,7
1535,6830,7350,Yellow-breasted Chat,Black-capped Chickadee,68307350,Yellow-breasted ChatBlack-capped Chickadee,1,Icteria virens,Poecile atricapillus,5,8,5,7,4,7,4,6,5,7
1536,6830,7360,Yellow-breasted Chat,Carolina Chickadee,68307360,Yellow-breasted ChatCarolina Chickadee,1,Icteria virens,Poecile carolinensis,5,8,5,7,3,6,3,5,5,6
1537,6830,7430,Yellow-breasted Chat,Bushtit,68307430,Yellow-breasted ChatBushtit,1,Icteria virens,Psaltriparus minimus,5,8,5,7,3,8,4,7,5,7
1538,6840,6870,Hooded Warbler,American Redstart,68406870,Hooded WarblerAmerican Redstart,1,Setophaga citrina,Setophaga ruticilla,5,8,5,7,5,7,5,7,5,7
1539,6840,7310,Hooded Warbler,Tufted Titmouse,68407310,Hooded WarblerTufted Titmouse,1,Setophaga citrina,Baeolophus bicolor,5,8,5,7,4,7,4,7,5,7
1540,6840,7350,Hooded Warbler,Black-capped Chickadee,68407350,Hooded WarblerBlack-capped Chickadee,1,Setophaga citrina,Poecile atricapillus,5,8,5,7,4,7,4,6,5,7
1541,6840,7360,Hooded Warbler,Carolina Chickadee,68407360,Hooded WarblerCarolina Chickadee,1,Setophaga citrina,Poecile carolinensis,5,8,5,7,3,6,3,5,5,6
1542,6850,6870,Wilson's Warbler,American Redstart,68506870,Wilson's WarblerAmerican Redstart,1,Cardellina pusilla,Setophaga ruticilla,6,8,6,7,5,7,5,7,6,7
1543,6850,7330,Wilson's Warbler,Oak Titmouse,68507330,Wilson's WarblerOak Titmouse,1,Cardellina pusilla,Baeolophus inornatus,6,8,6,7,3,7,3,6,6,7
1544,6850,7410,Wilson's Warbler,Chestnut-backed Chickadee,68507410,Wilson's WarblerChestnut-backed Chickadee,1,Cardellina pusilla,Poecile rufescens,6,8,6,7,3,6,3,6,6,6
1545,6850,7480,Wilson's Warbler,Golden-crowned Kinglet,68507480,Wilson's WarblerGolden-crowned Kinglet,1,Cardellina pusilla,Regulus satrapa,6,8,6,7,5,8,5,8,6,8
1546,6860,6870,Canada Warbler,American Redstart,68606870,Canada WarblerAmerican Redstart,1,Cardellina canadensis,Setophaga ruticilla,5,8,6,7,5,7,5,7,5,7
1547,6860,7480,Canada Warbler,Golden-crowned Kinglet,68607480,Canada WarblerGolden-crowned Kinglet,1,Cardellina canadensis,Regulus satrapa,5,8,6,7,5,8,5,8,5,8
1548,6870,7310,American Redstart,Tufted Titmouse,68707310,American RedstartTufted Titmouse,1,Setophaga ruticilla,Baeolophus bicolor,5,7,5,7,4,7,4,7,5,7
1549,6870,7350,American Redstart,Black-capped Chickadee,68707350,American RedstartBlack-capped Chickadee,1,Setophaga ruticilla,Poecile atricapillus,5,7,5,7,4,7,4,6,5,7
1550,6870,7380,American Redstart,Mountain Chickadee,68707380,American RedstartMountain Chickadee,1,Setophaga ruticilla,Poecile gambeli,5,7,5,7,4,8,5,7,5,7
1551,6870,7400,American Redstart,Boreal Chickadee,68707400,American RedstartBoreal Chickadee,1,Setophaga ruticilla,Poecile hudsonicus,5,7,5,7,5,8,5,8,5,7
1552,6870,7480,American Redstart,Golden-crowned Kinglet,68707480,American RedstartGolden-crowned Kinglet,1,Setophaga ruticilla,Regulus satrapa,5,7,5,7,5,8,5,8,5,7
1553,6870,7490,American Redstart,Ruby-crowned Kinglet,68707490,American RedstartRuby-crowned Kinglet,1,Setophaga ruticilla,Regulus calendula,5,7,5,7,5,7,5,7,5,7
1554,6880,7340,Painted Redstart,Bridled Titmouse,68807340,Painted RedstartBridled Titmouse,1,Myioborus pictus,Baeolophus wollweberi,4,7,4,7,4,7,4,7,4,7
1555,6880,7430,Painted Redstart,Bushtit,68807430,Painted RedstartBushtit,1,Myioborus pictus,Psaltriparus minimus,4,7,4,7,3,8,4,7,4,7
1556,6900,7340,Red-faced Warbler,Bridled Titmouse,69007340,Red-faced WarblerBridled Titmouse,1,Cardellina rubrifrons,Baeolophus wollweberi,5,7,5,6,4,7,4,7,5,7
1557,6900,7430,Red-faced Warbler,Bushtit,69007430,Red-faced WarblerBushtit,1,Cardellina rubrifrons,Psaltriparus minimus,5,7,5,6,3,8,4,7,5,7
1558,7130,7190,Cactus Wren,Bewick's Wren,71307190,Cactus WrenBewick's Wren,1,Campylorhynchus brunneicapillus,Thryomanes bewickii,3,9,3,6,4,8,4,7,4,7
1559,7130,7210,Cactus Wren,House Wren,71307210,Cactus WrenHouse Wren,1,Campylorhynchus brunneicapillus,Troglodytes aedon,3,9,3,6,5,9,5,8,5,8
1560,7130,7250,Cactus Wren,Marsh Wren,71307250,Cactus WrenMarsh Wren,1,Campylorhynchus brunneicapillus,Cistothorus palustris,3,9,3,6,4,8,4,8,4,8
1561,7150,7190,Rock Wren,Bewick's Wren,71507190,Rock WrenBewick's Wren,1,Salpinctes obsoletus,Thryomanes bewickii,4,8,5,8,4,8,4,7,4,8
1562,7150,7210,Rock Wren,House Wren,71507210,Rock WrenHouse Wren,1,Salpinctes obsoletus,Troglodytes aedon,4,8,5,8,5,9,5,8,5,8
1563,7150,7250,Rock Wren,Marsh Wren,71507250,Rock WrenMarsh Wren,1,Salpinctes obsoletus,Cistothorus palustris,4,8,5,8,4,8,4,8,4,8
1564,7170,7190,Canyon Wren,Bewick's Wren,71707190,Canyon WrenBewick's Wren,1,Catherpes mexicanus,Thryomanes bewickii,5,8,5,7,4,8,4,7,5,7
1565,7170,7210,Canyon Wren,House Wren,71707210,Canyon WrenHouse Wren,1,Catherpes mexicanus,Troglodytes aedon,5,8,5,7,5,9,5,8,5,8
1566,7170,7250,Canyon Wren,Marsh Wren,71707250,Canyon WrenMarsh Wren,1,Catherpes mexicanus,Cistothorus palustris,5,8,5,7,4,8,4,8,5,8
1567,7180,7190,Carolina Wren,Bewick's Wren,71807190,Carolina WrenBewick's Wren,1,Thryothorus ludovicianus,Thryomanes bewickii,3,8,4,8,4,8,4,7,4,8
1568,7180,7210,Carolina Wren,House Wren,71807210,Carolina WrenHouse Wren,1,Thryothorus ludovicianus,Troglodytes aedon,3,8,4,8,5,9,5,8,5,8
1569,7190,7210,Bewick's Wren,House Wren,71907210,Bewick's WrenHouse Wren,1,Thryomanes bewickii,Troglodytes aedon,4,8,4,7,5,9,5,8,5,8
1570,7190,7221,Bewick's Wren,Pacific Wren,71907221,Bewick's WrenPacific Wren,1,Thryomanes bewickii,Troglodytes pacificus,4,8,4,7,4,7,5,7,4,7
1571,7190,7250,Bewick's Wren,Marsh Wren,71907250,Bewick's WrenMarsh Wren,1,Thryomanes bewickii,Cistothorus palustris,4,8,4,7,4,8,4,8,4,8
1572,7210,7250,House Wren,Marsh Wren,72107250,House WrenMarsh Wren,1,Troglodytes aedon,Cistothorus palustris,5,9,5,8,4,8,4,8,5,8
1573,7221,7250,Pacific Wren,Marsh Wren,72217250,Pacific WrenMarsh Wren,1,Troglodytes pacificus,Cistothorus palustris,4,7,5,7,4,8,4,8,4,7
1574,7222,7250,Winter Wren,Marsh Wren,72227250,Winter WrenMarsh Wren,1,Troglodytes hiemalis,Cistothorus palustris,4,9,4,7,4,8,4,8,4,8
1575,7240,7250,Sedge Wren,Marsh Wren,72407250,Sedge WrenMarsh Wren,1,Cistothorus platensis,Cistothorus palustris,5,9,6,7,4,8,4,8,5,8
1576,7310,7320,Tufted Titmouse,Black-crested Titmouse,73107320,Tufted TitmouseBlack-crested Titmouse,1,Baeolophus bicolor,Baeolophus atricristatus,4,7,4,7,3,7,3,7,4,7
1577,7310,7350,Tufted Titmouse,Black-capped Chickadee,73107350,Tufted TitmouseBlack-capped Chickadee,1,Baeolophus bicolor,Poecile atricapillus,4,7,4,7,4,7,4,6,4,7
1578,7310,7360,Tufted Titmouse,Carolina Chickadee,73107360,Tufted TitmouseCarolina Chickadee,1,Baeolophus bicolor,Poecile carolinensis,4,7,4,7,3,6,3,5,4,6
1579,7320,7360,Black-crested Titmouse,Carolina Chickadee,73207360,Black-crested TitmouseCarolina Chickadee,1,Baeolophus atricristatus,Poecile carolinensis,3,7,3,7,3,6,3,5,3,6
1580,7330,7410,Oak Titmouse,Chestnut-backed Chickadee,73307410,Oak TitmouseChestnut-backed Chickadee,1,Baeolophus inornatus,Poecile rufescens,3,7,3,6,3,6,3,6,3,6
1581,7330,7430,Oak Titmouse,Bushtit,73307430,Oak TitmouseBushtit,1,Baeolophus inornatus,Psaltriparus minimus,3,7,3,6,3,8,4,7,3,7
1582,7331,7340,Juniper Titmouse,Bridled Titmouse,73317340,Juniper TitmouseBridled Titmouse,1,Baeolophus ridgwayi,Baeolophus wollweberi,3,7,3,6,4,7,4,7,4,7
1583,7331,7430,Juniper Titmouse,Bushtit,73317430,Juniper TitmouseBushtit,1,Baeolophus ridgwayi,Psaltriparus minimus,3,7,3,6,3,8,4,7,3,7
1584,7340,7370,Bridled Titmouse,Mexican Chickadee,73407370,Bridled TitmouseMexican Chickadee,1,Baeolophus wollweberi,Poecile sclateri,4,7,4,7,4,7,4,7,4,7
1585,7340,7430,Bridled Titmouse,Bushtit,73407430,Bridled TitmouseBushtit,1,Baeolophus wollweberi,Psaltriparus minimus,4,7,4,7,3,8,4,7,4,7
1586,7350,7360,Black-capped Chickadee,Carolina Chickadee,73507360,Black-capped ChickadeeCarolina Chickadee,1,Poecile atricapillus,Poecile carolinensis,4,7,4,6,3,6,3,5,4,6
1587,7350,7480,Black-capped Chickadee,Golden-crowned Kinglet,73507480,Black-capped ChickadeeGolden-crowned Kinglet,1,Poecile atricapillus,Regulus satrapa,4,7,4,6,5,8,5,8,5,7
1588,7370,7430,Mexican Chickadee,Bushtit,73707430,Mexican ChickadeeBushtit,1,Poecile sclateri,Psaltriparus minimus,4,7,4,7,3,8,4,7,4,7
1589,7400,7480,Boreal Chickadee,Golden-crowned Kinglet,74007480,Boreal ChickadeeGolden-crowned Kinglet,1,Poecile hudsonicus,Regulus satrapa,5,8,5,8,5,8,5,8,5,8
1590,7410,7430,Chestnut-backed Chickadee,Bushtit,74107430,Chestnut-backed ChickadeeBushtit,1,Poecile rufescens,Psaltriparus minimus,3,6,3,6,3,8,4,7,3,6
1591,7480,7490,Golden-crowned Kinglet,Ruby-crowned Kinglet,74807490,Golden-crowned KingletRuby-crowned Kinglet,1,Regulus satrapa,Regulus calendula,5,8,5,8,5,7,5,7,5,7
1592,7520,7530,Black-tailed Gnatcatcher,California Gnatcatcher,75207530,Black-tailed GnatcatcherCalifornia Gnatcatcher,1,Polioptila melanura,Polioptila californica,2,9,4,8,3,8,3,7,3,8
1593,7540,7670,Townsend's Solitaire,Western Bluebird,75407670,Townsend's SolitaireWestern Bluebird,1,Myadestes townsendi,Sialia mexicana,5,8,5,8,4,8,5,7,5,8
1594,7540,7680,Townsend's Solitaire,Mountain Bluebird,75407680,Townsend's SolitaireMountain Bluebird,1,Myadestes townsendi,Sialia currucoides,5,8,5,8,4,9,4,9,5,8
1595,7550,7560,Wood Thrush,Veery,75507560,Wood ThrushVeery,1,Hylocichla mustelina,Catharus fuscescens,5,8,5,7,5,7,5,7,5,7
1596,7550,7580,Wood Thrush,Swainson's Thrush,75507580,Wood ThrushSwainson's Thrush,1,Hylocichla mustelina,Catharus ustulatus,5,8,5,7,6,8,6,8,6,8
1597,7550,7590,Wood Thrush,Hermit Thrush,75507590,Wood ThrushHermit Thrush,1,Hylocichla mustelina,Catharus guttatus,5,8,5,7,4,8,5,8,5,8
1598,7550,7610,Wood Thrush,American Robin,75507610,Wood ThrushAmerican Robin,1,Hylocichla mustelina,Turdus migratorius,5,8,5,7,4,8,5,7,5,7
1599,7550,7660,Wood Thrush,Eastern Bluebird,75507660,Wood ThrushEastern Bluebird,1,Hylocichla mustelina,Sialia sialis,5,8,5,7,2,9,3,8,5,8
1600,7560,7580,Veery,Swainson's Thrush,75607580,VeerySwainson's Thrush,1,Catharus fuscescens,Catharus ustulatus,5,7,5,7,6,8,6,8,6,7
1601,7560,7590,Veery,Hermit Thrush,75607590,VeeryHermit Thrush,1,Catharus fuscescens,Catharus guttatus,5,7,5,7,4,8,5,8,5,7
1602,7560,7610,Veery,American Robin,75607610,VeeryAmerican Robin,1,Catharus fuscescens,Turdus migratorius,5,7,5,7,4,8,5,7,5,7
1603,7560,7660,Veery,Eastern Bluebird,75607660,VeeryEastern Bluebird,1,Catharus fuscescens,Sialia sialis,5,7,5,7,2,9,3,8,5,7
1604,7560,7670,Veery,Western Bluebird,75607670,VeeryWestern Bluebird,1,Catharus fuscescens,Sialia mexicana,5,7,5,7,4,8,5,7,5,7
1605,7560,7680,Veery,Mountain Bluebird,75607680,VeeryMountain Bluebird,1,Catharus fuscescens,Sialia currucoides,5,7,5,7,4,9,4,9,5,7
1606,7580,7670,Swainson's Thrush,Western Bluebird,75807670,Swainson's ThrushWestern Bluebird,1,Catharus ustulatus,Sialia mexicana,6,8,6,8,4,8,5,7,6,8
1607,7580,7680,Swainson's Thrush,Mountain Bluebird,75807680,Swainson's ThrushMountain Bluebird,1,Catharus ustulatus,Sialia currucoides,6,8,6,8,4,9,4,9,6,8
1608,7590,7610,Hermit Thrush,American Robin,75907610,Hermit ThrushAmerican Robin,1,Catharus guttatus,Turdus migratorius,4,8,5,8,4,8,5,7,5,8
1609,7590,7670,Hermit Thrush,Western Bluebird,75907670,Hermit ThrushWestern Bluebird,1,Catharus guttatus,Sialia mexicana,4,8,5,8,4,8,5,7,5,8
1610,7590,7680,Hermit Thrush,Mountain Bluebird,75907680,Hermit ThrushMountain Bluebird,1,Catharus guttatus,Sialia currucoides,4,8,5,8,4,9,4,9,4,8
1611,7610,7660,American Robin,Eastern Bluebird,76107660,American RobinEastern Bluebird,1,Turdus migratorius,Sialia sialis,4,8,5,7,2,9,3,8,4,8
1612,7610,7670,American Robin,Western Bluebird,76107670,American RobinWestern Bluebird,1,Turdus migratorius,Sialia mexicana,4,8,5,7,4,8,5,7,5,7
1613,7610,7680,American Robin,Mountain Bluebird,76107680,American RobinMountain Bluebird,1,Turdus migratorius,Sialia currucoides,4,8,5,7,4,9,4,9,4,8
1614,7630,7670,Varied Thrush,Western Bluebird,76307670,Varied ThrushWestern Bluebird,1,Ixoreus naevius,Sialia mexicana,4,8,5,6,4,8,5,7,5,7
1615,7630,7680,Varied Thrush,Mountain Bluebird,76307680,Varied ThrushMountain Bluebird,1,Ixoreus naevius,Sialia currucoides,4,8,5,6,4,9,4,9,4,8
1616,7660,7670,Eastern Bluebird,Western Bluebird,76607670,Eastern BluebirdWestern Bluebird,1,Sialia sialis,Sialia mexicana,2,9,3,8,4,8,5,7,4,8
1617,7660,7680,Eastern Bluebird,Mountain Bluebird,76607680,Eastern BluebirdMountain Bluebird,1,Sialia sialis,Sialia currucoides,2,9,3,8,4,9,4,9,4,9
1618,7670,7680,Western Bluebird,Mountain Bluebird,76707680,Western BluebirdMountain Bluebird,1,Sialia mexicana,Sialia currucoides,4,8,5,7,4,9,4,9,4,8
